transition_id,model,county_id,weighted_mae,weighted_observations
2018_2022,T1_published_point_raked,05,0.019967072071,1462167
2018_2022,T1_published_point_raked,06,0.019603521398,1388394
2018_2022,T1_published_point_raked,07,0.019298306033,625284
2018_2022,T1_published_point_raked,08,0.020027644141,1222731
2018_2022,T1_published_point_raked,09,0.017424156650,336528
2018_2022,T1_published_point_raked,10,0.018350061807,710919
2018_2022,T1_published_point_raked,12,0.021115547603,5102766
2018_2022,T1_published_point_raked,13,0.018200873455,775053
2018_2022,T1_published_point_raked,14,0.019190594592,5461776
2018_2022,T1_published_point_raked,17,0.020634003033,1393164
2018_2022,T1_published_point_raked,18,0.021304287407,1056843
2018_2022,T1_published_point_raked,19,0.017616028336,1444428
2018_2022,T1_published_point_raked,20,0.022123531105,1352628
2018_2022,T1_published_point_raked,21,0.018782735661,1392777
2018_2022,T1_published_point_raked,22,0.022136444583,849609
2018_2022,T1_published_point_raked,23,0.021487680889,622431
2018_2022,T1_published_point_raked,24,0.018785655410,859455
2018_2022,T1_published_point_raked,25,0.019693708404,851994
2018_2022,T1_suppressed_historical_point,01,0.021141137414,8639667
2018_2022,T1_suppressed_historical_point,03,0.022340361776,1306485
2018_2022,T1_suppressed_historical_point,04,0.018195270204,962316
2018_2022,T1_suppressed_historical_point,05,0.019934238264,1462167
2018_2022,T1_suppressed_historical_point,06,0.019621285687,1388394
2018_2022,T1_suppressed_historical_point,07,0.019324187276,625284
2018_2022,T1_suppressed_historical_point,08,0.020052387869,1222731
2018_2022,T1_suppressed_historical_point,09,0.017259948449,336528
2018_2022,T1_suppressed_historical_point,10,0.018451232482,710919
2018_2022,T1_suppressed_historical_point,12,0.021185944481,5102766
2018_2022,T1_suppressed_historical_point,13,0.018198013521,775053
2018_2022,T1_suppressed_historical_point,14,0.019205268674,5461776
2018_2022,T1_suppressed_historical_point,17,0.020637674735,1393164
2018_2022,T1_suppressed_historical_point,18,0.021359945200,1056843
2018_2022,T1_suppressed_historical_point,19,0.017656620023,1444428
2018_2022,T1_suppressed_historical_point,20,0.022148619992,1352628
2018_2022,T1_suppressed_historical_point,21,0.018829709620,1392777
2018_2022,T1_suppressed_historical_point,22,0.022118490473,849609
2018_2022,T1_suppressed_historical_point,23,0.021400143995,622431
2018_2022,T1_suppressed_historical_point,24,0.018725657534,859455
2018_2022,T1_suppressed_historical_point,25,0.019709921100,851994
2018_2022,T1_suppressed_zero_point,01,0.020945486902,8639667
2018_2022,T1_suppressed_zero_point,03,0.022260866404,1306485
2018_2022,T1_suppressed_zero_point,04,0.018144331811,962316
2018_2022,T1_suppressed_zero_point,05,0.019942598335,1462167
2018_2022,T1_suppressed_zero_point,06,0.019557722257,1388394
2018_2022,T1_suppressed_zero_point,07,0.019297906697,625284
2018_2022,T1_suppressed_zero_point,08,0.020044411058,1222731
2018_2022,T1_suppressed_zero_point,09,0.017541570282,336528
2018_2022,T1_suppressed_zero_point,10,0.018264316121,710919
2018_2022,T1_suppressed_zero_point,12,0.020916803159,5102766
2018_2022,T1_suppressed_zero_point,13,0.018292981088,775053
2018_2022,T1_suppressed_zero_point,14,0.019097550418,5461776
2018_2022,T1_suppressed_zero_point,17,0.020622132136,1393164
2018_2022,T1_suppressed_zero_point,18,0.021304456179,1056843
2018_2022,T1_suppressed_zero_point,19,0.017582398935,1444428
2018_2022,T1_suppressed_zero_point,20,0.022222615525,1352628
2018_2022,T1_suppressed_zero_point,21,0.018746235322,1392777
2018_2022,T1_suppressed_zero_point,22,0.022194123418,849609
2018_2022,T1_suppressed_zero_point,23,0.021708863649,622431
2018_2022,T1_suppressed_zero_point,24,0.018758341565,859455
2018_2022,T1_suppressed_zero_point,25,0.019726869427,851994
